date,medicine,quantity_sold
2023-03-19,Doliprane_Sirop,12
2023-03-20,Doliprane_Sirop,24
2023-03-21,Doliprane_Sirop,24
2023-03-22,Doliprane_Sirop,22
2023-03-23,Doliprane_Sirop,20
2023-03-24,Doliprane_Sirop,32
2023-03-25,Doliprane_Sirop,16
2023-03-26,Doliprane_Sirop,14
2023-03-27,Doliprane_Sirop,18
2023-03-28,Doliprane_Sirop,29
2023-03-29,Doliprane_Sirop,25
2023-03-30,Doliprane_Sirop,19
2023-03-31,Doliprane_Sirop,25
2023-04-01,Doliprane_Sirop,19
2023-04-02,Doliprane_Sirop,12
2023-04-03,Doliprane_Sirop,24
2023-04-04,Doliprane_Sirop,23
2023-04-05,Doliprane_Sirop,23
2023-04-06,Doliprane_Sirop,21
2023-04-07,Doliprane_Sirop,25
2023-04-08,Doliprane_Sirop,19
2023-04-09,Doliprane_Sirop,13
2023-04-10,Doliprane_Sirop,19
2023-04-11,Doliprane_Sirop,28
2023-04-12,Doliprane_Sirop,18
2023-04-13,Doliprane_Sirop,23
2023-04-14,Doliprane_Sirop,22
2023-04-15,Doliprane_Sirop,23
2023-04-16,Doliprane_Sirop,11
2023-04-17,Doliprane_Sirop,18
2023-04-18,Doliprane_Sirop,18
2023-04-19,Doliprane_Sirop,23
2023-04-20,Doliprane_Sirop,16
2023-04-21,Doliprane_Sirop,21
2023-04-22,Doliprane_Sirop,12
2023-04-23,Doliprane_Sirop,14
2023-04-24,Doliprane_Sirop,19
2023-04-25,Doliprane_Sirop,17
2023-04-26,Doliprane_Sirop,26
2023-04-27,Doliprane_Sirop,16
2023-04-28,Doliprane_Sirop,26
2023-04-29,Doliprane_Sirop,16
2023-04-30,Doliprane_Sirop,17
2023-05-01,Doliprane_Sirop,17
2023-05-02,Doliprane_Sirop,18
2023-05-03,Doliprane_Sirop,19
2023-05-04,Doliprane_Sirop,23
2023-05-05,Doliprane_Sirop,22
2023-05-06,Doliprane_Sirop,18
2023-05-07,Doliprane_Sirop,16
2023-05-08,Doliprane_Sirop,18
2023-05-09,Doliprane_Sirop,22
2023-05-10,Doliprane_Sirop,26
2023-05-11,Doliprane_Sirop,24
2023-05-12,Doliprane_Sirop,22
2023-05-13,Doliprane_Sirop,17
2023-05-14,Doliprane_Sirop,9
2023-05-15,Doliprane_Sirop,17
2023-05-16,Doliprane_Sirop,23
2023-05-17,Doliprane_Sirop,22
2023-05-18,Doliprane_Sirop,21
2023-05-19,Doliprane_Sirop,27
2023-05-20,Doliprane_Sirop,15
2023-05-21,Doliprane_Sirop,13
2023-05-22,Doliprane_Sirop,22
2023-05-23,Doliprane_Sirop,20
2023-05-24,Doliprane_Sirop,27
2023-05-25,Doliprane_Sirop,24
2023-05-26,Doliprane_Sirop,24
2023-05-27,Doliprane_Sirop,24
2023-05-28,Doliprane_Sirop,10
2023-05-29,Doliprane_Sirop,21
2023-05-30,Doliprane_Sirop,23
2023-05-31,Doliprane_Sirop,19
2023-06-01,Doliprane_Sirop,18
2023-06-02,Doliprane_Sirop,15
2023-06-03,Doliprane_Sirop,17
2023-06-04,Doliprane_Sirop,13
2023-06-05,Doliprane_Sirop,18
2023-06-06,Doliprane_Sirop,13
2023-06-07,Doliprane_Sirop,15
2023-06-08,Doliprane_Sirop,19
2023-06-09,Doliprane_Sirop,19
2023-06-10,Doliprane_Sirop,8
2023-06-11,Doliprane_Sirop,13
2023-06-12,Doliprane_Sirop,18
2023-06-13,Doliprane_Sirop,16
2023-06-14,Doliprane_Sirop,21
2023-06-15,Doliprane_Sirop,15
2023-06-16,Doliprane_Sirop,17
2023-06-17,Doliprane_Sirop,16
2023-06-18,Doliprane_Sirop,14
2023-06-19,Doliprane_Sirop,22
2023-06-20,Doliprane_Sirop,19
2023-06-21,Doliprane_Sirop,20
2023-06-22,Doliprane_Sirop,20
2023-06-23,Doliprane_Sirop,15
2023-06-24,Doliprane_Sirop,16
2023-06-25,Doliprane_Sirop,9
2023-06-26,Doliprane_Sirop,18
2023-06-27,Doliprane_Sirop,17
2023-06-28,Doliprane_Sirop,20
2023-06-29,Doliprane_Sirop,18
2023-06-30,Doliprane_Sirop,9
2023-07-01,Doliprane_Sirop,15
2023-07-02,Doliprane_Sirop,12
2023-07-03,Doliprane_Sirop,19
2023-07-04,Doliprane_Sirop,18
2023-07-05,Doliprane_Sirop,23
2023-07-06,Doliprane_Sirop,18
2023-07-07,Doliprane_Sirop,20
2023-07-08,Doliprane_Sirop,17
2023-07-09,Doliprane_Sirop,11
2023-07-10,Doliprane_Sirop,15
2023-07-11,Doliprane_Sirop,11
2023-07-12,Doliprane_Sirop,17
2023-07-13,Doliprane_Sirop,20
2023-07-14,Doliprane_Sirop,18
2023-07-15,Doliprane_Sirop,17
2023-07-16,Doliprane_Sirop,11
2023-07-17,Doliprane_Sirop,21
2023-07-18,Doliprane_Sirop,17
2023-07-19,Doliprane_Sirop,20
2023-07-20,Doliprane_Sirop,19
2023-07-21,Doliprane_Sirop,24
2023-07-22,Doliprane_Sirop,11
2023-07-23,Doliprane_Sirop,10
2023-07-24,Doliprane_Sirop,20
2023-07-25,Doliprane_Sirop,23
2023-07-26,Doliprane_Sirop,19
2023-07-27,Doliprane_Sirop,17
2023-07-28,Doliprane_Sirop,21
2023-07-29,Doliprane_Sirop,17
2023-07-30,Doliprane_Sirop,7
2023-07-31,Doliprane_Sirop,18
2023-08-01,Doliprane_Sirop,22
2023-08-02,Doliprane_Sirop,24
2023-08-03,Doliprane_Sirop,20
2023-08-04,Doliprane_Sirop,19
2023-08-05,Doliprane_Sirop,15
2023-08-06,Doliprane_Sirop,12
2023-08-07,Doliprane_Sirop,17
2023-08-08,Doliprane_Sirop,19
2023-08-09,Doliprane_Sirop,15
2023-08-10,Doliprane_Sirop,21
2023-08-11,Doliprane_Sirop,15
2023-08-12,Doliprane_Sirop,14
2023-08-13,Doliprane_Sirop,11
2023-08-14,Doliprane_Sirop,16
2023-08-15,Doliprane_Sirop,17
2023-08-16,Doliprane_Sirop,16
2023-08-17,Doliprane_Sirop,16
2023-08-18,Doliprane_Sirop,24
2023-08-19,Doliprane_Sirop,8
2023-08-20,Doliprane_Sirop,6
2023-08-21,Doliprane_Sirop,18
2023-08-22,Doliprane_Sirop,20
2023-08-23,Doliprane_Sirop,15
2023-08-24,Doliprane_Sirop,17
2023-08-25,Doliprane_Sirop,19
2023-08-26,Doliprane_Sirop,17
2023-08-27,Doliprane_Sirop,14
2023-08-28,Doliprane_Sirop,19
2023-08-29,Doliprane_Sirop,17
2023-08-30,Doliprane_Sirop,21
2023-08-31,Doliprane_Sirop,15
2023-09-01,Doliprane_Sirop,18
2023-09-02,Doliprane_Sirop,12
2023-09-03,Doliprane_Sirop,9
2023-09-04,Doliprane_Sirop,17
2023-09-05,Doliprane_Sirop,16
2023-09-06,Doliprane_Sirop,21
2023-09-07,Doliprane_Sirop,16
2023-09-08,Doliprane_Sirop,10
2023-09-09,Doliprane_Sirop,14
2023-09-10,Doliprane_Sirop,11
2023-09-11,Doliprane_Sirop,17
2023-09-12,Doliprane_Sirop,26
2023-09-13,Doliprane_Sirop,18
2023-09-14,Doliprane_Sirop,22
2023-09-15,Doliprane_Sirop,21
2023-09-16,Doliprane_Sirop,17
2023-09-17,Doliprane_Sirop,10
2023-09-18,Doliprane_Sirop,19
2023-09-19,Doliprane_Sirop,18
2023-09-20,Doliprane_Sirop,21
2023-09-21,Doliprane_Sirop,19
2023-09-22,Doliprane_Sirop,18
2023-09-23,Doliprane_Sirop,19
2023-09-24,Doliprane_Sirop,13
2023-09-25,Doliprane_Sirop,18
2023-09-26,Doliprane_Sirop,21
2023-09-27,Doliprane_Sirop,20
2023-09-28,Doliprane_Sirop,17
2023-09-29,Doliprane_Sirop,22
2023-09-30,Doliprane_Sirop,15
2023-10-01,Doliprane_Sirop,10
2023-10-02,Doliprane_Sirop,14
2023-10-03,Doliprane_Sirop,19
2023-10-04,Doliprane_Sirop,22
2023-10-05,Doliprane_Sirop,17
2023-10-06,Doliprane_Sirop,30
2023-10-07,Doliprane_Sirop,19
2023-10-08,Doliprane_Sirop,15
2023-10-09,Doliprane_Sirop,22
2023-10-10,Doliprane_Sirop,27
2023-10-11,Doliprane_Sirop,18
2023-10-12,Doliprane_Sirop,11
2023-10-13,Doliprane_Sirop,20
2023-10-14,Doliprane_Sirop,18
2023-10-15,Doliprane_Sirop,12
2023-10-16,Doliprane_Sirop,20
2023-10-17,Doliprane_Sirop,25
2023-10-18,Doliprane_Sirop,22
2023-10-19,Doliprane_Sirop,22
2023-10-20,Doliprane_Sirop,18
2023-10-21,Doliprane_Sirop,14
2023-10-22,Doliprane_Sirop,15
2023-10-23,Doliprane_Sirop,20
2023-10-24,Doliprane_Sirop,18
2023-10-25,Doliprane_Sirop,18
2023-10-26,Doliprane_Sirop,17
2023-10-27,Doliprane_Sirop,19
2023-10-28,Doliprane_Sirop,13
2023-10-29,Doliprane_Sirop,9
2023-10-30,Doliprane_Sirop,19
2023-10-31,Doliprane_Sirop,18
2023-11-01,Doliprane_Sirop,24
2023-11-02,Doliprane_Sirop,20
2023-11-03,Doliprane_Sirop,22
2023-11-04,Doliprane_Sirop,15
2023-11-05,Doliprane_Sirop,12
2023-11-06,Doliprane_Sirop,15
2023-11-07,Doliprane_Sirop,23
2023-11-08,Doliprane_Sirop,20
2023-11-09,Doliprane_Sirop,23
2023-11-10,Doliprane_Sirop,21
2023-11-11,Doliprane_Sirop,19
2023-11-12,Doliprane_Sirop,11
2023-11-13,Doliprane_Sirop,14
2023-11-14,Doliprane_Sirop,21
2023-11-15,Doliprane_Sirop,23
2023-11-16,Doliprane_Sirop,21
2023-11-17,Doliprane_Sirop,23
2023-11-18,Doliprane_Sirop,11
2023-11-19,Doliprane_Sirop,10
2023-11-20,Doliprane_Sirop,21
2023-11-21,Doliprane_Sirop,22
2023-11-22,Doliprane_Sirop,19
2023-11-23,Doliprane_Sirop,23
2023-11-24,Doliprane_Sirop,18
2023-11-25,Doliprane_Sirop,15
2023-11-26,Doliprane_Sirop,15
2023-11-27,Doliprane_Sirop,22
2023-11-28,Doliprane_Sirop,19
2023-11-29,Doliprane_Sirop,22
2023-11-30,Doliprane_Sirop,20
2023-12-01,Doliprane_Sirop,19
2023-12-02,Doliprane_Sirop,23
2023-12-03,Doliprane_Sirop,19
2023-12-04,Doliprane_Sirop,30
2023-12-05,Doliprane_Sirop,34
2023-12-06,Doliprane_Sirop,39
2023-12-07,Doliprane_Sirop,30
2023-12-08,Doliprane_Sirop,28
2023-12-09,Doliprane_Sirop,28
2023-12-10,Doliprane_Sirop,18
2023-12-11,Doliprane_Sirop,31
2023-12-12,Doliprane_Sirop,31
2023-12-13,Doliprane_Sirop,45
2023-12-14,Doliprane_Sirop,20
2023-12-15,Doliprane_Sirop,32
2023-12-16,Doliprane_Sirop,27
2023-12-17,Doliprane_Sirop,17
2023-12-18,Doliprane_Sirop,36
2023-12-19,Doliprane_Sirop,37
2023-12-20,Doliprane_Sirop,33
2023-12-21,Doliprane_Sirop,30
2023-12-22,Doliprane_Sirop,34
2023-12-23,Doliprane_Sirop,26
2023-12-24,Doliprane_Sirop,19
2023-12-25,Doliprane_Sirop,30
2023-12-26,Doliprane_Sirop,34
2023-12-27,Doliprane_Sirop,37
2023-12-28,Doliprane_Sirop,25
2023-12-29,Doliprane_Sirop,28
2023-12-30,Doliprane_Sirop,19
2023-12-31,Doliprane_Sirop,22
2024-01-01,Doliprane_Sirop,23
2024-01-02,Doliprane_Sirop,36
2024-01-03,Doliprane_Sirop,25
2024-01-04,Doliprane_Sirop,41
2024-01-05,Doliprane_Sirop,31
2024-01-06,Doliprane_Sirop,28
2024-01-07,Doliprane_Sirop,22
2024-01-08,Doliprane_Sirop,26
2024-01-09,Doliprane_Sirop,30
2024-01-10,Doliprane_Sirop,34
2024-01-11,Doliprane_Sirop,33
2024-01-12,Doliprane_Sirop,36
2024-01-13,Doliprane_Sirop,34
2024-01-14,Doliprane_Sirop,23
2024-01-15,Doliprane_Sirop,33
2024-01-16,Doliprane_Sirop,28
2024-01-17,Doliprane_Sirop,39
2024-01-18,Doliprane_Sirop,24
2024-01-19,Doliprane_Sirop,44
2024-01-20,Doliprane_Sirop,28
2024-01-21,Doliprane_Sirop,11
2024-01-22,Doliprane_Sirop,30
2024-01-23,Doliprane_Sirop,37
2024-01-24,Doliprane_Sirop,32
2024-01-25,Doliprane_Sirop,35
2024-01-26,Doliprane_Sirop,30
2024-01-27,Doliprane_Sirop,21
2024-01-28,Doliprane_Sirop,19
2024-01-29,Doliprane_Sirop,32
2024-01-30,Doliprane_Sirop,31
2024-01-31,Doliprane_Sirop,40
2024-02-01,Doliprane_Sirop,27
2024-02-02,Doliprane_Sirop,36
2024-02-03,Doliprane_Sirop,27
2024-02-04,Doliprane_Sirop,14
2024-02-05,Doliprane_Sirop,25
2024-02-06,Doliprane_Sirop,33
2024-02-07,Doliprane_Sirop,44
2024-02-08,Doliprane_Sirop,35
2024-02-09,Doliprane_Sirop,25
2024-02-10,Doliprane_Sirop,13
2024-02-11,Doliprane_Sirop,22
2024-02-12,Doliprane_Sirop,31
2024-02-13,Doliprane_Sirop,39
2024-02-14,Doliprane_Sirop,28
2024-02-15,Doliprane_Sirop,33
2024-02-16,Doliprane_Sirop,40
2024-02-17,Doliprane_Sirop,25
2024-02-18,Doliprane_Sirop,18
2024-02-19,Doliprane_Sirop,32
2024-02-20,Doliprane_Sirop,36
2024-02-21,Doliprane_Sirop,33
2024-02-22,Doliprane_Sirop,37
2024-02-23,Doliprane_Sirop,32
2024-02-24,Doliprane_Sirop,21
2024-02-25,Doliprane_Sirop,26
2024-02-26,Doliprane_Sirop,28
2024-02-27,Doliprane_Sirop,30
2024-02-28,Doliprane_Sirop,33
2024-02-29,Doliprane_Sirop,32
2024-03-01,Doliprane_Sirop,22
2024-03-02,Doliprane_Sirop,19
2024-03-03,Doliprane_Sirop,13
2024-03-04,Doliprane_Sirop,22
2024-03-05,Doliprane_Sirop,14
2024-03-06,Doliprane_Sirop,30
2024-03-07,Doliprane_Sirop,21
2024-03-08,Doliprane_Sirop,26
2024-03-09,Doliprane_Sirop,14
2024-03-10,Doliprane_Sirop,12
2024-03-11,Doliprane_Sirop,19
2024-03-12,Doliprane_Sirop,28
2024-03-13,Doliprane_Sirop,21
2024-03-14,Doliprane_Sirop,25
2024-03-15,Doliprane_Sirop,21
2024-03-16,Doliprane_Sirop,17
2024-03-17,Doliprane_Sirop,13
2024-03-18,Doliprane_Sirop,26
2024-03-19,Doliprane_Sirop,16
2024-03-20,Doliprane_Sirop,18
2024-03-21,Doliprane_Sirop,15
2024-03-22,Doliprane_Sirop,20
2024-03-23,Doliprane_Sirop,16
2024-03-24,Doliprane_Sirop,10
2024-03-25,Doliprane_Sirop,19
2024-03-26,Doliprane_Sirop,15
2024-03-27,Doliprane_Sirop,19
2024-03-28,Doliprane_Sirop,26
2024-03-29,Doliprane_Sirop,26
2024-03-30,Doliprane_Sirop,19
2024-03-31,Doliprane_Sirop,11
2024-04-01,Doliprane_Sirop,16
2024-04-02,Doliprane_Sirop,19
2024-04-03,Doliprane_Sirop,23
2024-04-04,Doliprane_Sirop,25
2024-04-05,Doliprane_Sirop,28
2024-04-06,Doliprane_Sirop,21
2024-04-07,Doliprane_Sirop,12
2024-04-08,Doliprane_Sirop,22
2024-04-09,Doliprane_Sirop,22
2024-04-10,Doliprane_Sirop,22
2024-04-11,Doliprane_Sirop,29
2024-04-12,Doliprane_Sirop,17
2024-04-13,Doliprane_Sirop,18
2024-04-14,Doliprane_Sirop,16
2024-04-15,Doliprane_Sirop,17
2024-04-16,Doliprane_Sirop,20
2024-04-17,Doliprane_Sirop,21
2024-04-18,Doliprane_Sirop,21
2024-04-19,Doliprane_Sirop,18
2024-04-20,Doliprane_Sirop,21
2024-04-21,Doliprane_Sirop,15
2024-04-22,Doliprane_Sirop,24
2024-04-23,Doliprane_Sirop,20
2024-04-24,Doliprane_Sirop,23
2024-04-25,Doliprane_Sirop,19
2024-04-26,Doliprane_Sirop,23
2024-04-27,Doliprane_Sirop,26
2024-04-28,Doliprane_Sirop,14
2024-04-29,Doliprane_Sirop,18
2024-04-30,Doliprane_Sirop,24
2024-05-01,Doliprane_Sirop,12
2024-05-02,Doliprane_Sirop,18
2024-05-03,Doliprane_Sirop,20
2024-05-04,Doliprane_Sirop,17
2024-05-05,Doliprane_Sirop,16
2024-05-06,Doliprane_Sirop,24
2024-05-07,Doliprane_Sirop,25
2024-05-08,Doliprane_Sirop,19
2024-05-09,Doliprane_Sirop,20
2024-05-10,Doliprane_Sirop,25
2024-05-11,Doliprane_Sirop,17
2024-05-12,Doliprane_Sirop,13
2024-05-13,Doliprane_Sirop,24
2024-05-14,Doliprane_Sirop,22
2024-05-15,Doliprane_Sirop,24
2024-05-16,Doliprane_Sirop,28
2024-05-17,Doliprane_Sirop,23
2024-05-18,Doliprane_Sirop,23
2024-05-19,Doliprane_Sirop,15
2024-05-20,Doliprane_Sirop,17
2024-05-21,Doliprane_Sirop,19
2024-05-22,Doliprane_Sirop,20
2024-05-23,Doliprane_Sirop,19
2024-05-24,Doliprane_Sirop,24
2024-05-25,Doliprane_Sirop,21
2024-05-26,Doliprane_Sirop,16
2024-05-27,Doliprane_Sirop,23
2024-05-28,Doliprane_Sirop,21
2024-05-29,Doliprane_Sirop,15
2024-05-30,Doliprane_Sirop,22
2024-05-31,Doliprane_Sirop,24
2024-06-01,Doliprane_Sirop,16
2024-06-02,Doliprane_Sirop,15
2024-06-03,Doliprane_Sirop,22
2024-06-04,Doliprane_Sirop,21
2024-06-05,Doliprane_Sirop,16
2024-06-06,Doliprane_Sirop,16
2024-06-07,Doliprane_Sirop,19
2024-06-08,Doliprane_Sirop,13
2024-06-09,Doliprane_Sirop,12
2024-06-10,Doliprane_Sirop,19
2024-06-11,Doliprane_Sirop,15
2024-06-12,Doliprane_Sirop,23
2024-06-13,Doliprane_Sirop,18
2024-06-14,Doliprane_Sirop,14
2024-06-15,Doliprane_Sirop,15
2024-06-16,Doliprane_Sirop,12
2024-06-17,Doliprane_Sirop,21
2024-06-18,Doliprane_Sirop,18
2024-06-19,Doliprane_Sirop,21
2024-06-20,Doliprane_Sirop,19
2024-06-21,Doliprane_Sirop,15
2024-06-22,Doliprane_Sirop,12
2024-06-23,Doliprane_Sirop,13
2024-06-24,Doliprane_Sirop,22
2024-06-25,Doliprane_Sirop,20
2024-06-26,Doliprane_Sirop,24
2024-06-27,Doliprane_Sirop,21
2024-06-28,Doliprane_Sirop,22
2024-06-29,Doliprane_Sirop,13
2024-06-30,Doliprane_Sirop,14
2024-07-01,Doliprane_Sirop,20
2024-07-02,Doliprane_Sirop,18
2024-07-03,Doliprane_Sirop,17
2024-07-04,Doliprane_Sirop,19
2024-07-05,Doliprane_Sirop,14
2024-07-06,Doliprane_Sirop,17
2024-07-07,Doliprane_Sirop,9
2024-07-08,Doliprane_Sirop,19
2024-07-09,Doliprane_Sirop,17
2024-07-10,Doliprane_Sirop,18
2024-07-11,Doliprane_Sirop,16
2024-07-12,Doliprane_Sirop,19
2024-07-13,Doliprane_Sirop,20
2024-07-14,Doliprane_Sirop,14
2024-07-15,Doliprane_Sirop,19
2024-07-16,Doliprane_Sirop,19
2024-07-17,Doliprane_Sirop,22
2024-07-18,Doliprane_Sirop,21
2024-07-19,Doliprane_Sirop,17
2024-07-20,Doliprane_Sirop,15
2024-07-21,Doliprane_Sirop,8
2024-07-22,Doliprane_Sirop,21
2024-07-23,Doliprane_Sirop,25
2024-07-24,Doliprane_Sirop,19
2024-07-25,Doliprane_Sirop,12
2024-07-26,Doliprane_Sirop,22
2024-07-27,Doliprane_Sirop,13
2024-07-28,Doliprane_Sirop,10
2024-07-29,Doliprane_Sirop,20
2024-07-30,Doliprane_Sirop,14
2024-07-31,Doliprane_Sirop,17
2024-08-01,Doliprane_Sirop,16
2024-08-02,Doliprane_Sirop,20
2024-08-03,Doliprane_Sirop,14
2024-08-04,Doliprane_Sirop,9
2024-08-05,Doliprane_Sirop,17
2024-08-06,Doliprane_Sirop,20
2024-08-07,Doliprane_Sirop,18
2024-08-08,Doliprane_Sirop,14
2024-08-09,Doliprane_Sirop,23
2024-08-10,Doliprane_Sirop,8
2024-08-11,Doliprane_Sirop,10
2024-08-12,Doliprane_Sirop,16
2024-08-13,Doliprane_Sirop,19
2024-08-14,Doliprane_Sirop,15
2024-08-15,Doliprane_Sirop,22
2024-08-16,Doliprane_Sirop,17
2024-08-17,Doliprane_Sirop,17
2024-08-18,Doliprane_Sirop,12
2024-08-19,Doliprane_Sirop,13
2024-08-20,Doliprane_Sirop,18
2024-08-21,Doliprane_Sirop,10
2024-08-22,Doliprane_Sirop,19
2024-08-23,Doliprane_Sirop,21
2024-08-24,Doliprane_Sirop,16
2024-08-25,Doliprane_Sirop,10
2024-08-26,Doliprane_Sirop,21
2024-08-27,Doliprane_Sirop,14
2024-08-28,Doliprane_Sirop,19
2024-08-29,Doliprane_Sirop,16
2024-08-30,Doliprane_Sirop,18
2024-08-31,Doliprane_Sirop,17
2024-09-01,Doliprane_Sirop,15
2024-09-02,Doliprane_Sirop,19
2024-09-03,Doliprane_Sirop,24
2024-09-04,Doliprane_Sirop,21
2024-09-05,Doliprane_Sirop,17
2024-09-06,Doliprane_Sirop,21
2024-09-07,Doliprane_Sirop,16
2024-09-08,Doliprane_Sirop,11
2024-09-09,Doliprane_Sirop,22
2024-09-10,Doliprane_Sirop,22
2024-09-11,Doliprane_Sirop,16
2024-09-12,Doliprane_Sirop,15
2024-09-13,Doliprane_Sirop,24
2024-09-14,Doliprane_Sirop,15
2024-09-15,Doliprane_Sirop,13
2024-09-16,Doliprane_Sirop,23
2024-09-17,Doliprane_Sirop,17
2024-09-18,Doliprane_Sirop,16
2024-09-19,Doliprane_Sirop,26
2024-09-20,Doliprane_Sirop,23
2024-09-21,Doliprane_Sirop,16
2024-09-22,Doliprane_Sirop,11
2024-09-23,Doliprane_Sirop,19
2024-09-24,Doliprane_Sirop,17
2024-09-25,Doliprane_Sirop,24
2024-09-26,Doliprane_Sirop,18
2024-09-27,Doliprane_Sirop,26
2024-09-28,Doliprane_Sirop,16
2024-09-29,Doliprane_Sirop,10
2024-09-30,Doliprane_Sirop,19
2024-10-01,Doliprane_Sirop,12
2024-10-02,Doliprane_Sirop,21
2024-10-03,Doliprane_Sirop,20
2024-10-04,Doliprane_Sirop,25
2024-10-05,Doliprane_Sirop,12
2024-10-06,Doliprane_Sirop,15
2024-10-07,Doliprane_Sirop,23
2024-10-08,Doliprane_Sirop,26
2024-10-09,Doliprane_Sirop,21
2024-10-10,Doliprane_Sirop,24
2024-10-11,Doliprane_Sirop,17
2024-10-12,Doliprane_Sirop,19
2024-10-13,Doliprane_Sirop,11
2024-10-14,Doliprane_Sirop,15
2024-10-15,Doliprane_Sirop,17
2024-10-16,Doliprane_Sirop,21
2024-10-17,Doliprane_Sirop,17
2024-10-18,Doliprane_Sirop,24
2024-10-19,Doliprane_Sirop,12
2024-10-20,Doliprane_Sirop,8
2024-10-21,Doliprane_Sirop,25
2024-10-22,Doliprane_Sirop,24
2024-10-23,Doliprane_Sirop,18
2024-10-24,Doliprane_Sirop,20
2024-10-25,Doliprane_Sirop,26
2024-10-26,Doliprane_Sirop,19
2024-10-27,Doliprane_Sirop,13
2024-10-28,Doliprane_Sirop,24
2024-10-29,Doliprane_Sirop,19
2024-10-30,Doliprane_Sirop,21
2024-10-31,Doliprane_Sirop,20
2024-11-01,Doliprane_Sirop,21
2024-11-02,Doliprane_Sirop,16
2024-11-03,Doliprane_Sirop,13
2024-11-04,Doliprane_Sirop,20
2024-11-05,Doliprane_Sirop,18
2024-11-06,Doliprane_Sirop,17
2024-11-07,Doliprane_Sirop,17
2024-11-08,Doliprane_Sirop,21
2024-11-09,Doliprane_Sirop,17
2024-11-10,Doliprane_Sirop,13
2024-11-11,Doliprane_Sirop,13
2024-11-12,Doliprane_Sirop,24
2024-11-13,Doliprane_Sirop,19
2024-11-14,Doliprane_Sirop,24
2024-11-15,Doliprane_Sirop,20
2024-11-16,Doliprane_Sirop,17
2024-11-17,Doliprane_Sirop,17
2024-11-18,Doliprane_Sirop,14
2024-11-19,Doliprane_Sirop,26
2024-11-20,Doliprane_Sirop,21
2024-11-21,Doliprane_Sirop,22
2024-11-22,Doliprane_Sirop,23
2024-11-23,Doliprane_Sirop,20
2024-11-24,Doliprane_Sirop,11
2024-11-25,Doliprane_Sirop,17
2024-11-26,Doliprane_Sirop,19
2024-11-27,Doliprane_Sirop,22
2024-11-28,Doliprane_Sirop,20
2024-11-29,Doliprane_Sirop,25
2024-11-30,Doliprane_Sirop,21
2024-12-01,Doliprane_Sirop,17
2024-12-02,Doliprane_Sirop,29
2024-12-03,Doliprane_Sirop,26
2024-12-04,Doliprane_Sirop,46
2024-12-05,Doliprane_Sirop,34
2024-12-06,Doliprane_Sirop,39
2024-12-07,Doliprane_Sirop,22
2024-12-08,Doliprane_Sirop,20
2024-12-09,Doliprane_Sirop,35
2024-12-10,Doliprane_Sirop,33
2024-12-11,Doliprane_Sirop,40
2024-12-12,Doliprane_Sirop,45
2024-12-13,Doliprane_Sirop,30
2024-12-14,Doliprane_Sirop,23
2024-12-15,Doliprane_Sirop,17
2024-12-16,Doliprane_Sirop,41
2024-12-17,Doliprane_Sirop,40
2024-12-18,Doliprane_Sirop,33
2024-12-19,Doliprane_Sirop,33
2024-12-20,Doliprane_Sirop,31
2024-12-21,Doliprane_Sirop,32
2024-12-22,Doliprane_Sirop,19
2024-12-23,Doliprane_Sirop,31
2024-12-24,Doliprane_Sirop,38
2024-12-25,Doliprane_Sirop,33
2024-12-26,Doliprane_Sirop,31
2024-12-27,Doliprane_Sirop,36
2024-12-28,Doliprane_Sirop,32
2024-12-29,Doliprane_Sirop,26
2024-12-30,Doliprane_Sirop,36
2024-12-31,Doliprane_Sirop,39
2023-01-01,Ibuprofene,17
2023-01-02,Ibuprofene,47
2023-01-03,Ibuprofene,53
2023-01-04,Ibuprofene,46
2023-01-05,Ibuprofene,36
2023-01-06,Ibuprofene,39
2023-01-07,Ibuprofene,30
2023-01-08,Ibuprofene,20
2023-01-09,Ibuprofene,45
2023-01-10,Ibuprofene,54
2023-01-11,Ibuprofene,32
2023-01-12,Ibuprofene,30
2023-01-13,Ibuprofene,47
2023-01-14,Ibuprofene,37
2023-01-15,Ibuprofene,36
2023-01-16,Ibuprofene,35
2023-01-17,Ibuprofene,44
2023-01-18,Ibuprofene,58
2023-01-19,Ibuprofene,47
2023-01-20,Ibuprofene,52
2023-01-21,Ibuprofene,39
2023-01-22,Ibuprofene,29
2023-01-23,Ibuprofene,49
2023-01-24,Ibuprofene,41
2023-01-25,Ibuprofene,52
2023-01-26,Ibuprofene,36
2023-01-27,Ibuprofene,51
2023-01-28,Ibuprofene,39
2023-01-29,Ibuprofene,25
2023-01-30,Ibuprofene,44
2023-01-31,Ibuprofene,42
2023-02-01,Ibuprofene,39
2023-02-02,Ibuprofene,42
2023-02-03,Ibuprofene,41
2023-02-04,Ibuprofene,40
2023-02-05,Ibuprofene,23
2023-02-06,Ibuprofene,49
2023-02-07,Ibuprofene,39
2023-02-08,Ibuprofene,43
2023-02-09,Ibuprofene,40
2023-02-10,Ibuprofene,58
2023-02-11,Ibuprofene,40
2023-02-12,Ibuprofene,27
2023-02-13,Ibuprofene,47
2023-02-14,Ibuprofene,32
2023-02-15,Ibuprofene,46
2023-02-16,Ibuprofene,57
2023-02-17,Ibuprofene,49
2023-02-18,Ibuprofene,38
2023-02-19,Ibuprofene,30
2023-02-20,Ibuprofene,50
2023-02-21,Ibuprofene,33
2023-02-22,Ibuprofene,35
